        F6A4   F7F3   F10B5
F10A3	0.76190	0.88095	0.80952	
F10A5	1.00000	1.00000	1.00000	
F10B3	1.00000	1.00000	1.00000	
F10B5	0.85714	0.89552	1.00000	
F10C1	0.00000	1.00000	1.00000	
F10C3	0.77419	0.87097	0.85484	
F10C4	0.80000	0.90000	1.00000	
F10D1	0.62857	0.91429	0.88571	
F10D5	1.00000	1.00000	1.00000	
F10E3	1.00000	1.00000	1.00000	
F10E5	0.83051	0.86441	0.86441	
F10F1	0.80357	0.89286	0.89286	
F10F3	0.00000	1.00000	0.87500	
F10F5	0.11111	1.00000	0.88889	
F10G2	0.92500	0.90000	0.82500	
F11A3	0.82456	0.89474	0.87719	
F11A6	0.85714	1.00000	0.71429	
F11B1	0.62500	1.00000	0.93750	
F11B2	0.26667	1.00000	0.93333	
F11B5	0.50000	1.00000	0.83333	
F11C2	0.76190	0.92063	0.84127	
F11D1	0.69444	0.83333	0.88889	
F11D2	0.90909	0.90909	0.81818	
F11D4	0.87500	1.00000	0.91667	
F11G3	0.90000	0.90000	0.86667	
F11G4	0.00000	1.00000	1.00000	
F12B1	0.00000	1.00000	1.00000	
F12B2	0.00000	1.00000	1.00000	
F12B3	1.00000	1.00000	1.00000	
F12C6	0.30000	1.00000	0.90000	
F12D4	1.00000	1.00000	1.00000	
F12E1	0.88889	0.88889	0.87037	
F12E4	0.87500	1.00000	0.75000	
F12E5	0.88889	1.00000	1.00000	
F12E6	0.20000	1.00000	0.90000	
F12F1	0.00000	1.00000	1.00000	
F12F5	0.86792	0.84906	0.84906	
F12G1	0.41176	0.94118	0.76471	
F15A3	1.00000	1.00000	1.00000	
F15A5	0.25000	1.00000	0.75000	
F15A6	0.96000	0.92000	0.80000	
F15B5	0.00000	1.00000	1.00000	
F15C5	0.72222	0.94444	1.00000	
F15C6	1.00000	0.80000	1.00000	
F15C8	0.78947	0.84211	0.89474	
F15D1	0.92308	0.82051	0.92308	
F15D2	0.75000	0.93750	0.81250	
F15E1	0.95000	0.90000	0.90000	
F15E2	0.66667	1.00000	1.00000	
F15E4	1.00000	1.00000	1.00000	
F15E5	0.60000	1.00000	0.80000	
F15E7	0.91667	0.91667	0.88889	
F15F1	1.00000	1.00000	1.00000	
F15F3	1.00000	1.00000	1.00000	
F15F5	0.63636	0.95455	0.81818	
F15F6	1.00000	1.00000	1.00000	
F15F8	0.00000	1.00000	1.00000	
F15H1	0.88889	1.00000	1.00000	
F15H5	0.91667	1.00000	1.00000	
F16A2	1.00000	1.00000	1.00000	
F16A4	1.00000	1.00000	1.00000	
F16A5	0.94118	0.86275	0.92157	
F16B1	1.00000	1.00000	0.50000	
F16B2	0.96552	0.86207	0.79310	
F16B3	1.00000	1.00000	0.85714	
F16B6	0.42105	0.94737	0.89474	
F16C1	1.00000	1.00000	1.00000	
F16D6	0.42857	0.85714	0.85714	
F16F4	1.00000	0.00000	1.00000	
F16G3	1.00000	1.00000	1.00000	
F16G4	0.91667	0.66667	0.83333	
F16G6	0.38095	0.95238	0.80952	
F17A7	1.00000	0.62500	0.81250	
F17B1	0.43750	0.93750	0.87500	
F17B7	1.00000	0.42857	0.71429	
F17C1	0.92000	0.80000	0.84000	
F17C2	1.00000	0.57143	0.85714	
F17C7	0.84615	0.69231	1.00000	
F17D6	0.87500	0.87500	0.62500	
F17E6	1.00000	1.00000	0.66667	
F17E7	1.00000	1.00000	1.00000	
F17F3	0.90000	0.80000	0.90000	
F17F5	0.83333	0.83333	0.94444	
F17G3	0.83333	0.72222	0.94444	
F17G5	0.85714	0.85714	1.00000	
F18B2	0.71429	0.95238	0.80952	
F18B4	0.92857	0.85714	0.92857	
F18C4	0.00000	1.00000	0.80000	
F18D2	1.00000	1.00000	0.83333	
F18E1	0.93333	0.93333	0.73333	
F18E2	0.20000	1.00000	0.80000	
F18F2	0.71429	0.71429	0.57143	
F3F1	0.81356	0.88136	0.88136	
F5A2	1.00000	0.85714	0.85714	
F5A4	1.00000	0.55556	1.00000	
F5B1	0.92000	0.80000	0.82000	
F5B2	0.93939	0.87879	0.81818	
F5B3	0.88889	1.00000	0.77778	
F5B4	1.00000	0.88889	0.77778	
F5C1	1.00000	0.71429	1.00000	
F5C2	1.00000	1.00000	0.75000	
F5C4	1.00000	1.00000	0.00000	
F5D1	1.00000	0.66667	1.00000	
F5E2	1.00000	1.00000	1.00000	
F5E4	0.87500	1.00000	0.62500	
F5F2	1.00000	1.00000	0.83333	
F5G2	1.00000	1.00000	0.66667	
F6A4	1.00000	0.85714	0.85714	
F6B2	1.00000	1.00000	1.00000	
F6B4	1.00000	1.00000	1.00000	
F6C2	1.00000	1.00000	0.83333	
F6C4	0.94737	0.84211	0.78947	
F6D2	0.90909	0.90909	0.81818	
F6E2	1.00000	0.92000	0.80000	
F6E4	0.43750	0.93750	0.81250	
F6F2	1.00000	0.92857	0.92857	
F6F4	0.66667	1.00000	0.66667	
F6G2	1.00000	1.00000	1.00000	
F6G3	0.50000	1.00000	1.00000	
F7A3	1.00000	1.00000	1.00000	
F7A6	0.75439	0.87719	0.89474	
F7B1	0.85714	0.86154	0.86154	
F7B2	1.00000	1.00000	1.00000	
F7B4	1.00000	0.88889	0.77778	
F7B5	1.00000	1.00000	1.00000	
F7B6	0.81818	1.00000	1.00000	
F7C1	0.00000	1.00000	1.00000	
F7C2	1.00000	1.00000	1.00000	
F7C6	0.71429	0.85714	0.57143	
F7D2	0.50000	1.00000	1.00000	
F7D3	1.00000	1.00000	1.00000	
F7D4	0.69231	1.00000	0.88462	
F7D6	1.00000	1.00000	1.00000	
F7E2	1.00000	1.00000	1.00000	
F7E6	1.00000	1.00000	1.00000	
F7F2	1.00000	1.00000	1.00000	
F7F3	0.85714	1.00000	0.89552	
F7F6	1.00000	1.00000	1.00000	
F7G2	1.00000	1.00000	1.00000	
F7G5	0.25000	1.00000	0.75000	
F8A1	0.75000	0.87500	0.68750	
F8A2	0.66667	1.00000	1.00000	
F8B2	1.00000	0.50000	1.00000	
F8B4	1.00000	1.00000	1.00000	
F8B5	0.96078	0.86275	0.90196	
F8C5	0.97297	0.86486	0.83784	
F8D3	0.77500	0.92500	0.80000	
F8D4	1.00000	1.00000	1.00000	
F8E6	1.00000	0.57143	0.71429	
F8G1	1.00000	1.00000	1.00000	
F8G2	1.00000	0.50000	0.75000	
F9A2	1.00000	1.00000	1.00000	
F9A3	0.50000	1.00000	1.00000	
F9A4	1.00000	1.00000	1.00000	
F9A5	0.90000	0.90000	1.00000	
F9B4	1.00000	1.00000	1.00000	
F9B6	0.77778	0.83333	1.00000	
F9C5	0.73333	1.00000	0.93333	
F9D3	0.11111	1.00000	0.88889	
F9D6	0.00000	1.00000	0.88889	
F9F2	0.71053	0.97368	0.92105	
F9F3	0.96154	0.80769	0.80769	
F9G3	0.86667	0.86667	0.93333	
